lesson_id,form,graded,kind,question,choices,correct_answer,points,explanation
9-4,practice,no,mc,Which rational number is greatest?,3/4 | 1/2 | -1/2 | 0,,0,
9-4,practice,no,mc,What is the opposite of -2/3?,2/3 | -3/2 | 3/2 | -2/3,,0,
9-4,practice,no,mc,"Order from least to greatest: -0.5, 0.25, -1, 0.75.","-1, -0.5, 0.25, 0.75 | -0.5, -1, 0.25, 0.75 | 0.75, 0.25, -0.5, -1 | -1, 0.25, -0.5, 0.75",,0,
9-4,practice,no,mc,Which point is located between -1 and -2 on the number line?,-0.5 | -1.5 | -2.5 | 1.5,,0,
9-4,practice,no,mc,Which fraction is equivalent to 0.25?,1/4 | 1/2 | 2/5 | 1/3,,0,
9-4,practice,no,paragraph,Match each fraction to its decimal equivalent.,,,0,
9-4,practice,no,mc,Where is -3/4 located on the number line?,Between 0 and -1 | Between -3 and -4 | Between -1 and -2 | Between 0 and 1,,0,
9-4,practice,no,paragraph,"Plot these rational numbers: -1, 0.5, -0.5, 1, -1.5",,,0,
9-4,practice,no,paragraph,"Plot these rational numbers: -3.5, -1/4, 2.75, -2, 1 1/2",,,0,
9-4,practice,no,paragraph,Complete the table.,,,0,
9-4,practice,no,paragraph,Sort each item.,,,0,
9-4,practice,no,mc,Which rational number is closest to 0 on the number line?,-1/4 | 0.5 | -2 | 1.75,,0,
9-4,practice,no,paragraph,Find the Plotting Error,,,0,
9-4,practice,no,paragraph,Name three different rational numbers between -1 and 0. Write each as both a fraction and a decimal. Explain how you know they are between -1 and 0.,,,0,
9-4,practice,no,paragraph,"Convert to decimals: -2/3 ≈ -0.667 and -3/4 = -0.75. Since -0.667 is closer to zero, -2/3 > -3/4. The left side is greater.",,,0,
9-4,quiz,yes,mc,Where is -1.5 located on a number line?,Halfway between -1 and -2 | Halfway between 1 and 2 | At 1.5 | Right of 0,Halfway between -1 and -2,1,-1.5 sits halfway between -1 and -2.
9-4,quiz,yes,mc,Which rational number is greatest?,3/4 | 1/2 | -1/2 | 0,3/4,1,3/4 = 0.75 is the largest of the four values.
9-4,quiz,yes,mc,What is the opposite of -2/3?,2/3 | -3/2 | 3/2 | -2/3,2/3,1,"The opposite of -2/3 is 2/3, the same distance on the other side of 0."
9-4,quiz,yes,mc,"Order from least to greatest: -0.5, 0.25, -1, 0.75.","-1, -0.5, 0.25, 0.75 | -0.5, -1, 0.25, 0.75 | 0.75, 0.25, -0.5, -1 | -1, 0.25, -0.5, 0.75","-1, -0.5, 0.25, 0.75",1,"Most negative first: -1, -0.5, 0.25, 0.75."
9-4,quiz,yes,mc,Which point is located between -1 and -2 on the number line?,-0.5 | -1.5 | -2.5 | 1.5,-1.5,1,-1.5 is between -1 and -2 because it is 0.5 units to the left of -1 (or 0.5 units to the right of -2).
9-4,quiz,yes,mc,Which fraction is equivalent to 0.25?,1/4 | 1/2 | 2/5 | 1/3,1/4,1,0.25 means 25 hundredths = 25/100 = 1/4.
9-4,quiz,yes,mc,Where is -3/4 located on the number line?,Between 0 and -1 | Between -3 and -4 | Between -1 and -2 | Between 0 and 1,Between 0 and -1,1,"-3/4 = -0.75, which is between 0 and -1. It is 3/4 of the way from 0 toward -1."
9-4,quiz,yes,mc,Which rational number is closest to 0 on the number line?,-1/4 | 0.5 | -2 | 1.75,-1/4,1,"|-1/4| = 0.25, |0.5| = 0.5, |-2| = 2, |1.75| = 1.75. Since 0.25 is the smallest absolute value, -1/4 is closest to zero."
9-4,quiz,yes,mc,Match each fraction to its decimal equivalent. /  / 1/2,0.5 | 0.3 | -0.2 | 1.25 | -2.5 | -0.75,0.5,1,
9-4,quiz,yes,mc,Match each fraction to its decimal equivalent. /  / -3/4,0.3 | -0.2 | -0.75 | 1.25 | 0.5 | -2.5,-0.75,1,
9-4,quiz,yes,mc,Match each fraction to its decimal equivalent. /  / 1 1/4,-2.5 | -0.75 | 0.5 | 0.3 | 1.25 | -0.2,1.25,1,
9-4,quiz,yes,mc,Match each fraction to its decimal equivalent. /  / -2 1/2,1.25 | -0.75 | -2.5 | 0.3 | -0.2 | 0.5,-2.5,1,
9-4,quiz,yes,mc,Match each fraction to its decimal equivalent. /  / 3/10,-2.5 | -0.2 | 0.3 | -0.75 | 1.25 | 0.5,0.3,1,
9-4,quiz,yes,mc,Match each fraction to its decimal equivalent. /  / -1/5,-0.75 | 0.5 | -2.5 | 1.25 | -0.2 | 0.3,-0.2,1,
9-4,quiz,yes,mc,Exit Ticket: Which rational number is located between -2 and -3 on the number line?,-1.5 | -2.75 | -3.5 | 2.5,-2.75,1,"-2.75 is between -2 and -3 because it is 0.75 units to the left of -2. -1.5 is between -1 and -2, and -3.5 is between -3 and -4."
9-5,notes,no,short,"One of the four regions of the coordinate plane, numbered I to IV, is a ___.",,,0,
9-5,notes,no,short,"A coordinate less than zero, which places a point left of or below the origin, is a ___.",,,0,
9-5,notes,no,short,A flip of a point over an axis is a ___.,,,0,
9-5,notes,no,short,"One of the two number lines, the x-axis or y-axis, that form the grid is an ___.",,,0,
9-5,notes,no,short,A whole number or its opposite is an ___.,,,0,
9-5,notes,no,paragraph,What do the signs of the coordinates in an ordered pair tell you about which quadrant the point is in?,,,0,
9-5,notes,no,paragraph,"Plot (-3, -4). Which quadrant is it in, and how do the negative coordinates change the directions you move from the origin?",,,0,
9-5,notes,no,paragraph,How are the four quadrants like a tic-tac-toe of positive and negative directions on the coordinate plane?,,,0,
9-5,notes,no,paragraph,"A point has coordinates (5, -2). Without plotting, how can you describe exactly where it is and which quadrant it is in?",,,0,
9-5,notes,no,paragraph,How do the signs of the x- and y-coordinates tell you which quadrant a point is in?,,,0,
9-5,notes,no,paragraph,How do four-quadrant coordinates help a city map locations in every direction from the center?,,,0,
9-5,practice,no,mc,"In which quadrant is the point (-4, -6)?",Quadrant III | Quadrant I | Quadrant II | Quadrant IV,,0,
9-5,practice,no,mc,"Point A is (5, 3). Which point shares the same x-coordinate?","(5, -2) | (3, 5) | (-5, 3) | (2, 5)",,0,
9-5,practice,no,mc,Which ordered pair is in Quadrant IV?,"(8, -3) | (-8, 3) | (8, 3) | (-8, -3)",,0,
9-5,practice,no,mc,"The point (0, -7) lies on which axis?",The y-axis | The x-axis | Quadrant III | Quadrant IV,,0,
9-5,practice,no,mc,"In which quadrant is the point (-4, 5)?",Quadrant I | Quadrant II | Quadrant III | Quadrant IV,,0,
9-5,practice,no,mc,A point has a positive x-coordinate and a negative y-coordinate. Which quadrant is it in?,Quadrant I | Quadrant II | Quadrant III | Quadrant IV,,0,
9-5,practice,no,mc,Which point is located on the x-axis?,"(4, 0) | (0, 4) | (4, 4) | (-4, -4)",,0,
9-5,practice,no,paragraph,Match each ordered pair to its quadrant.,,,0,
9-5,practice,no,paragraph,Sort each item.,,,0,
9-5,practice,no,paragraph,Coordinate grid: ,,,0,
9-5,practice,no,paragraph,Complete the table.,,,0,
9-5,practice,no,paragraph,Match each quadrant to its coordinate sign pattern.,,,0,
9-5,practice,no,mc,"Point A is at (-5, 3). If you move 8 units to the right, what are the new coordinates?","(3, 3) | (-13, 3) | (-5, 11) | (-5, -5)",,0,
9-5,practice,no,paragraph,Find the Quadrant Error,,,0,
9-5,practice,no,paragraph,"A point starts in Quadrant I at (4, 6). Describe a move that puts it in Quadrant III. What must happen to both coordinates? Can you give the exact new coordinates after your move?",,,0,
9-5,practice,no,paragraph,Coordinate grid: ,,,0,
9-5,quiz,yes,mc,"In which quadrant is the point (-4, -6)?",Quadrant III | Quadrant I | Quadrant II | Quadrant IV,Quadrant III,1,Negative x and negative y place a point in Quadrant III.
9-5,quiz,yes,mc,"Point A is (5, 3). Which point shares the same x-coordinate?","(5, -2) | (3, 5) | (-5, 3) | (2, 5)","(5, -2)",1,"(5, -2) has the same x-coordinate, 5."
9-5,quiz,yes,mc,Which ordered pair is in Quadrant IV?,"(8, -3) | (-8, 3) | (8, 3) | (-8, -3)","(8, -3)",1,"Quadrant IV has positive x and negative y: (8, -3)."
9-5,quiz,yes,mc,"The point (0, -7) lies on which axis?",The y-axis | The x-axis | Quadrant III | Quadrant IV,The y-axis,1,"With x = 0, the point is on the y-axis."
9-5,quiz,yes,mc,"In which quadrant is the point (-4, 5)?",Quadrant I | Quadrant II | Quadrant III | Quadrant IV,Quadrant II,1,The x-coordinate is negative (left) and the y-coordinate is positive (up). Left and up is Quadrant II.
9-5,quiz,yes,mc,A point has a positive x-coordinate and a negative y-coordinate. Which quadrant is it in?,Quadrant I | Quadrant II | Quadrant III | Quadrant IV,Quadrant IV,1,Positive x (right) and negative y (down) = Quadrant IV (bottom-right).
9-5,quiz,yes,mc,Which point is located on the x-axis?,"(4, 0) | (0, 4) | (4, 4) | (-4, -4)","(4, 0)",1,"A point is on the x-axis when its y-coordinate is 0. (4, 0) is on the x-axis."
9-5,quiz,yes,mc,"Point A is at (-5, 3). If you move 8 units to the right, what are the new coordinates?","(3, 3) | (-13, 3) | (-5, 11) | (-5, -5)","(3, 3)",1,"Moving right means adding to the x-coordinate: -5 + 8 = 3. The y stays the same. New point: (3, 3)."
9-5,quiz,yes,mc,"Match each ordered pair to its quadrant. /  / (3, 4)",Quadrant II | Quadrant I | Quadrant II | Quadrant IV | Quadrant III | Quadrant IV,Quadrant I,1,
9-5,quiz,yes,mc,"Match each ordered pair to its quadrant. /  / (-2, 5)",Quadrant IV | Quadrant I | Quadrant II | Quadrant IV | Quadrant II | Quadrant III,Quadrant II,1,
9-5,quiz,yes,mc,"Match each ordered pair to its quadrant. /  / (-6, -1)",Quadrant III | Quadrant IV | Quadrant I | Quadrant II | Quadrant IV | Quadrant II,Quadrant III,1,
9-5,quiz,yes,mc,"Match each ordered pair to its quadrant. /  / (1, -3)",Quadrant II | Quadrant IV | Quadrant IV | Quadrant III | Quadrant I | Quadrant II,Quadrant IV,1,
9-5,quiz,yes,mc,"Match each ordered pair to its quadrant. /  / (-4, 2)",Quadrant II | Quadrant IV | Quadrant IV | Quadrant II | Quadrant III | Quadrant I,Quadrant II,1,
9-5,quiz,yes,mc,"Match each ordered pair to its quadrant. /  / (5, -6)",Quadrant IV | Quadrant II | Quadrant IV | Quadrant I | Quadrant III | Quadrant II,Quadrant IV,1,
9-5,quiz,yes,mc,Match each quadrant to its coordinate sign pattern. /  / Quadrant I,"(+, -) | (+, +) | (-, +) | y = 0 | (-, -) | x = 0","(+, +)",1,
9-5,quiz,yes,mc,Match each quadrant to its coordinate sign pattern. /  / Quadrant II,"y = 0 | (-, -) | (+, +) | (+, -) | x = 0 | (-, +)","(-, +)",1,
9-5,quiz,yes,mc,Match each quadrant to its coordinate sign pattern. /  / Quadrant III,"(-, +) | (+, -) | (-, -) | y = 0 | (+, +) | x = 0","(-, -)",1,
9-5,quiz,yes,mc,Match each quadrant to its coordinate sign pattern. /  / Quadrant IV,"(-, -) | (+, +) | (-, +) | y = 0 | x = 0 | (+, -)","(+, -)",1,
9-5,quiz,yes,mc,Match each quadrant to its coordinate sign pattern. /  / x-axis,"(-, +) | (+, +) | (+, -) | y = 0 | x = 0 | (-, -)",y = 0,1,
9-5,quiz,yes,mc,Match each quadrant to its coordinate sign pattern. /  / y-axis,"(+, -) | x = 0 | (-, -) | y = 0 | (-, +) | (+, +)",x = 0,1,
9-5,quiz,yes,mc,Exit Ticket: A point has a negative x-coordinate and a negative y-coordinate. Which quadrant is it in?,Quadrant I | Quadrant II | Quadrant III | Quadrant IV,Quadrant III,1,Quadrant III is where both x and y are negative. This means the point is left of the origin and below the origin.
9-6,notes,no,short,How far apart two points are on the coordinate plane is the ___.,,,0,
9-6,notes,no,short,"The distance of a number from zero, used to find distance between points, is its ___.",,,0,
9-6,notes,no,short,The distance between two points along the x-direction is the ___.,,,0,
9-6,notes,no,short,The distance between two points along the y-direction is the ___.,,,0,
9-6,notes,no,short,The grid made by the x-axis and y-axis is the ___.,,,0,
9-6,notes,no,short,A whole number or its opposite is an ___.,,,0,
9-6,notes,no,paragraph,"Two points sit on the same horizontal line: (2, 3) and (7, 3). How can you find the distance between them without counting every square?",,,0,
9-6,notes,no,paragraph,"One point is at (-3, 1) and another is at (4, 1). How does absolute value help you find the distance across zero?",,,0,
9-6,notes,no,paragraph,"Why does distance on the coordinate plane always come out positive, even when the coordinates are negative?",,,0,
9-6,notes,no,paragraph,"A classmate found the distance from (-2, 5) to (6, 5) by computing 6 - 2 = 4. What did they do wrong?",,,0,
9-6,notes,no,paragraph,How did you use coordinates and absolute value to find the distance between two points in the same row or column?,,,0,
9-6,notes,no,paragraph,How does the drone use coordinate distance to calculate the total flight path?,,,0,
9-6,practice,no,mc,"What is the distance between (2, 3) and (2, 9)?",6 | 12 | 3 | 11,,0,
9-6,practice,no,mc,"What is the distance between (-4, 1) and (5, 1)?",9 | 1 | -9 | 4,,0,
9-6,practice,no,mc,"A point is at (-3, 2) and another at (-3, -5). How far apart are they?",7 | 3 | 2 | 8,,0,
9-6,practice,no,mc,"Why can you find the distance between (1, 4) and (6, 4) by subtracting x-values?","They have the same y-coordinate, so the segment is horizontal | All points are the same | Distance is always the larger number | You must always add the coordinates",,0,
9-6,practice,no,mc,"What is the distance between (-4, 3) and (2, 3)?",2 units | 4 units | 6 units | 8 units,,0,
9-6,practice,no,mc,"What is the distance between (5, -2) and (5, 4)?",2 units | 4 units | 6 units | 10 units,,0,
9-6,practice,no,mc,"A rectangle has vertices at (1, 1), (5, 1), (5, 4), (1, 4). What is its perimeter?",14 units | 12 units | 20 units | 8 units,,0,
9-6,practice,no,paragraph,Find the distance between each pair of points.,,,0,
9-6,practice,no,paragraph,Plot -4 and 2 on the number line. Count the distance between them.,,,0,
9-6,practice,no,paragraph,Coordinate grid: ,,,0,
9-6,practice,no,paragraph,Complete the table.,,,0,
9-6,practice,no,short,"A horizontal segment goes from (-6, 3) to (4, 3). Show the total distance as the sum of two parts: from -6 to 0, and from 0 to 4.  What is the total distance from (-6, 3) to (4, 3)?",,,0,
9-6,practice,no,mc,"Two points are at (-3, -7) and (-3, 5). What is the distance between them?",12 units | 2 units | 7 units | 8 units,,0,
9-6,practice,no,paragraph,Find the Distance Error,,,0,
9-6,practice,no,paragraph,"A rectangle has vertices at (-4, -2), (3, -2), (3, 5), and (-4, 5). Find the length, width, perimeter, and area of the rectangle. Show your work using absolute value.",,,0,
9-6,practice,no,paragraph,Coordinate grid: ,,,0,
9-6,quiz,yes,mc,"What is the distance between (2, 3) and (2, 9)?",6 | 12 | 3 | 11,6,1,"Same x, so subtract y-values: 9 − 3 = 6 units."
9-6,quiz,yes,mc,"What is the distance between (-4, 1) and (5, 1)?",9 | 1 | -9 | 4,9,1,Same y; distance = |5 − (-4)| = 9 units.
9-6,quiz,yes,mc,"A point is at (-3, 2) and another at (-3, -5). How far apart are they?",7 | 3 | 2 | 8,7,1,Same x; distance = |2 − (-5)| = 7 units.
9-6,quiz,yes,mc,"Why can you find the distance between (1, 4) and (6, 4) by subtracting x-values?","They have the same y-coordinate, so the segment is horizontal | All points are the same | Distance is always the larger number | You must always add the coordinates","They have the same y-coordinate, so the segment is horizontal",1,"Equal y-values mean a horizontal segment, so distance = |6 − 1| = 5."
9-6,quiz,yes,mc,"What is the distance between (-4, 3) and (2, 3)?",2 units | 4 units | 6 units | 8 units,6 units,1,"Both points have y = 3, so this is a horizontal distance. |2 - (-4)| = |2 + 4| = 6 units."
9-6,quiz,yes,mc,"What is the distance between (5, -2) and (5, 4)?",2 units | 4 units | 6 units | 10 units,6 units,1,"Both points have x = 5, so this is a vertical distance. |4 - (-2)| = |4 + 2| = 6 units."
9-6,quiz,yes,mc,"A rectangle has vertices at (1, 1), (5, 1), (5, 4), (1, 4). What is its perimeter?",14 units | 12 units | 20 units | 8 units,14 units,1,Width = 5 - 1 = 4. Height = 4 - 1 = 3. Perimeter = 2(4 + 3) = 14.
9-6,quiz,yes,mc,"Two points are at (-3, -7) and (-3, 5). What is the distance between them?",12 units | 2 units | 7 units | 8 units,12 units,1,Same x = -3. Distance = |5 - (-7)| = |5 + 7| = 12 units.
9-6,quiz,yes,mc,"Exit Ticket: What is the distance between the points (3, -2) and (3, 5)?",3 units | 5 units | 7 units | 9 units,7 units,1,"Both points share x = 3, so this is a vertical distance. |5 - (-2)| = |5 + 2| = 7 units."
9-7,notes,no,short,A flip of a point or shape over an axis to make a mirror image is a ___.,,,0,
9-7,notes,no,short,The horizontal number line on the coordinate plane is the ___.,,,0,
9-7,notes,no,short,The vertical number line on the coordinate plane is the ___.,,,0,
9-7,notes,no,short,"When two halves are mirror images of each other, the figure has ___.",,,0,
9-7,notes,no,short,"A whole number or its opposite, with no fraction part, is an ___.",,,0,
9-7,notes,no,paragraph,"When you reflect the point (3, 2) over the y-axis, which coordinate changes its sign and which stays the same? Why?",,,0,
9-7,notes,no,paragraph,"Reflect (4, -5) over the x-axis. Talk through how the coordinates change and where the new point lands.",,,0,
9-7,notes,no,paragraph,How is reflecting a point over an axis like looking at it in a mirror placed on that axis?,,,0,
9-7,notes,no,paragraph,"A classmate reflected (2, 3) over the x-axis and got (-2, 3). What did they do wrong, and what is the correct image?",,,0,
9-7,notes,no,paragraph,What pattern do you notice about the coordinates when reflecting over the x-axis versus the y-axis?,,,0,
9-7,notes,no,paragraph,"How do reflections help the game designer create a balanced, symmetric level?",,,0,
9-7,practice,no,mc,"Reflect (3, 5) across the x-axis. What is the image?","(3, -5) | (-3, 5) | (-3, -5) | (5, 3)",,0,
9-7,practice,no,mc,"Reflect (-2, 4) across the y-axis. What is the image?","(2, 4) | (-2, -4) | (2, -4) | (4, -2)",,0,
9-7,practice,no,mc,"A point (6, -1) is reflected across the x-axis. Which coordinate changes sign?",The y-coordinate | The x-coordinate | Both coordinates | Neither coordinate,,0,
9-7,practice,no,mc,"Reflect (-4, -7) across the y-axis. What is the image?","(4, -7) | (-4, 7) | (4, 7) | (-7, -4)",,0,
9-7,practice,no,mc,"What is the reflection of (4, -3) over the x-axis?","(-4, -3) | (4, 3) | (-4, 3) | (3, -4)",,0,
9-7,practice,no,mc,"What is the reflection of (-2, 6) over the y-axis?","(2, 6) | (-2, -6) | (2, -6) | (6, -2)",,0,
9-7,practice,no,mc,Which point is on the y-axis?,"(0, 5) | (5, 0) | (3, 3) | (-2, 4)",,0,
9-7,practice,no,paragraph,Match each point and axis to its reflection.,,,0,
9-7,practice,no,paragraph,Sort each item.,,,0,
9-7,practice,no,paragraph,Coordinate grid: ,,,0,
9-7,practice,no,paragraph,Complete the table.,,,0,
9-7,practice,no,paragraph,Match each reflection rule to its description.,,,0,
9-7,practice,no,mc,"Point A is at (-3, 5). It is reflected over the x-axis to A', then A' is reflected over the y-axis to A''. What are the coordinates of A''?","(3, -5) | (-3, -5) | (3, 5) | (-3, 5)",,0,
9-7,practice,no,paragraph,Find the Reflection Error,,,0,
9-7,practice,no,paragraph,"A triangle has vertices at A(1, 2), B(4, 2), and C(4, 6). If you reflect the entire triangle over the y-axis, what are the new vertices? What do you notice about the size and shape of the reflected triangle compared to the original?",,,0,
9-7,practice,no,paragraph,Coordinate grid: ,,,0,
9-7,quiz,yes,mc,"Reflect (3, 5) across the x-axis. What is the image?","(3, -5) | (-3, 5) | (-3, -5) | (5, 3)","(3, -5)",1,"Reflecting across the x-axis changes the sign of the y-coordinate: (3, -5)."
9-7,quiz,yes,mc,"Reflect (-2, 4) across the y-axis. What is the image?","(2, 4) | (-2, -4) | (2, -4) | (4, -2)","(2, 4)",1,"Reflecting across the y-axis changes the sign of the x-coordinate: (2, 4)."
9-7,quiz,yes,mc,"A point (6, -1) is reflected across the x-axis. Which coordinate changes sign?",The y-coordinate | The x-coordinate | Both coordinates | Neither coordinate,The y-coordinate,1,"Reflecting across the x-axis flips the sign of y only, giving (6, 1)."
9-7,quiz,yes,mc,"Reflect (-4, -7) across the y-axis. What is the image?","(4, -7) | (-4, 7) | (4, 7) | (-7, -4)","(4, -7)",1,"Reflecting across the y-axis changes the sign of x: (4, -7)."
9-7,quiz,yes,mc,"What is the reflection of (4, -3) over the x-axis?","(-4, -3) | (4, 3) | (-4, 3) | (3, -4)","(4, 3)",1,"Reflecting over the x-axis changes the sign of the y-coordinate. The x stays the same (4), and the y changes from -3 to 3. The answer is (4, 3)."
9-7,quiz,yes,mc,"What is the reflection of (-2, 6) over the y-axis?","(2, 6) | (-2, -6) | (2, -6) | (6, -2)","(2, 6)",1,"Reflecting over the y-axis changes the sign of the x-coordinate. x goes from -2 to 2, and y stays 6. The answer is (2, 6)."
9-7,quiz,yes,mc,Which point is on the y-axis?,"(0, 5) | (5, 0) | (3, 3) | (-2, 4)","(0, 5)",1,"Points on the y-axis have x-coordinate = 0. (0, 5) is on the y-axis."
9-7,quiz,yes,mc,"Point A is at (-3, 5). It is reflected over the x-axis to A', then A' is reflected over the y-axis to A''. What are the coordinates of A''?","(3, -5) | (-3, -5) | (3, 5) | (-3, 5)","(3, -5)",1,"Over x-axis: (-3, 5) → (-3, -5). Then over y-axis: (-3, -5) → (3, -5). Both coordinates changed sign."
9-7,quiz,yes,mc,"Match each point and axis to its reflection. /  / (2, 5) over y-axis","(5, -2) | (-1, 4) | (3, 1) | (4, 6) | (-2, 5) | (6, 3)","(-2, 5)",1,
9-7,quiz,yes,mc,"Match each point and axis to its reflection. /  / (-3, 1) over y-axis","(-2, 5) | (4, 6) | (3, 1) | (6, 3) | (5, -2) | (-1, 4)","(3, 1)",1,
9-7,quiz,yes,mc,"Match each point and axis to its reflection. /  / (4, -6) over x-axis","(-1, 4) | (4, 6) | (6, 3) | (-2, 5) | (5, -2) | (3, 1)","(4, 6)",1,
9-7,quiz,yes,mc,"Match each point and axis to its reflection. /  / (-1, -4) over x-axis","(6, 3) | (3, 1) | (5, -2) | (-1, 4) | (4, 6) | (-2, 5)","(-1, 4)",1,
9-7,quiz,yes,mc,"Match each point and axis to its reflection. /  / (5, 2) over x-axis","(5, -2) | (6, 3) | (4, 6) | (-1, 4) | (3, 1) | (-2, 5)","(5, -2)",1,
9-7,quiz,yes,mc,"Match each point and axis to its reflection. /  / (-6, 3) over y-axis","(5, -2) | (-1, 4) | (6, 3) | (4, 6) | (3, 1) | (-2, 5)","(6, 3)",1,
9-7,quiz,yes,mc,Match each reflection rule to its description. /  / Over x-axis,x-coordinate changes sign | Reflects to itself over x-axis | y-coordinate changes sign | Reflects to itself over y-axis | Reflects to itself over any axis | Both coordinates change sign,y-coordinate changes sign,1,
9-7,quiz,yes,mc,Match each reflection rule to its description. /  / Over y-axis,Both coordinates change sign | Reflects to itself over y-axis | y-coordinate changes sign | x-coordinate changes sign | Reflects to itself over any axis | Reflects to itself over x-axis,x-coordinate changes sign,1,
9-7,quiz,yes,mc,Match each reflection rule to its description. /  / Over both axes,Reflects to itself over x-axis | Reflects to itself over any axis | y-coordinate changes sign | Both coordinates change sign | x-coordinate changes sign | Reflects to itself over y-axis,Both coordinates change sign,1,
9-7,quiz,yes,mc,Match each reflection rule to its description. /  / Point on x-axis,Both coordinates change sign | x-coordinate changes sign | Reflects to itself over y-axis | Reflects to itself over x-axis | y-coordinate changes sign | Reflects to itself over any axis,Reflects to itself over x-axis,1,
9-7,quiz,yes,mc,Match each reflection rule to its description. /  / Point on y-axis,Reflects to itself over any axis | x-coordinate changes sign | Reflects to itself over y-axis | Reflects to itself over x-axis | Both coordinates change sign | y-coordinate changes sign,Reflects to itself over y-axis,1,
9-7,quiz,yes,mc,"Match each reflection rule to its description. /  / (0, 0)",Reflects to itself over y-axis | x-coordinate changes sign | y-coordinate changes sign | Both coordinates change sign | Reflects to itself over x-axis | Reflects to itself over any axis,Reflects to itself over any axis,1,
9-7,quiz,yes,mc,"Exit Ticket: What is the reflection of (-5, 2) over the y-axis?","(-5, -2) | (5, -2) | (5, 2) | (2, -5)","(5, 2)",1,"Reflecting over the y-axis changes the sign of the x-coordinate. x goes from -5 to 5, and y stays 2. The reflection is (5, 2)."
10-1,notes,no,short,The amount of space inside a three-dimensional solid is its ___.,,,0,
10-1,notes,no,short,"A solid with six rectangular faces, like a box, is a ___.",,,0,
10-1,notes,no,short,"The unit used to measure volume, like cubic centimeters, is ___.",,,0,
10-1,notes,no,short,The three edge measurements of a rectangular prism are its ___.,,,0,
10-1,notes,no,short,A flat pattern that folds up into a solid is a ___.,,,0,
10-1,notes,no,short,A line segment where two faces of a solid meet is an ___.,,,0,
10-1,notes,no,paragraph,"Your time capsule container is a rectangular prism. To find how much it can hold, why do you need three measurements (length, width, and height) instead of just one or two?",,,0,
10-1,notes,no,paragraph,"Container C is 8 × 3 × 4 and Container B is 5 × 5 × 2. How did you count or multiply the unit cubes to find each volume, and which holds more?",,,0,
10-1,notes,no,paragraph,A moving company's large box is 24 × 18 × 18 in and its medium box is 18 × 14 × 12 in. Talk through how you would find how many more cubic inches the large box holds.,,,0,
10-1,notes,no,paragraph,"A classmate found the volume of a box and wrote the answer as 220 in². How would you correct the units, and how do you explain why volume uses cubic units?",,,0,
10-1,notes,no,paragraph,Container C holds the most (96 in³) and Container B holds the least (50 in³). What do you notice about the dimensions that make one volume larger than another?,,,0,
10-1,notes,no,paragraph,How many more cubic inches does the large box hold than the medium box?,,,0,
10-1,practice,no,mc,"A box is 4 units long, 3 wide, and 2 tall. What is its volume?",24 cubic units | 9 cubic units | 18 cubic units | 12 cubic units,,0,
10-1,practice,no,mc,How many unit cubes fill a box that is 5 by 2 by 3?,30 | 10 | 25 | 15,,0,
10-1,practice,no,mc,A cube has edges of 4 units. What is its volume?,64 cubic units | 16 cubic units | 12 cubic units | 48 cubic units,,0,
10-1,practice,no,mc,A box has volume 36 cubic units. Its base is 6 by 2. What is its height?,3 units | 12 units | 6 units | 2 units,,0,
10-1,practice,no,mc,"What is the volume of a rectangular prism with l = 7 in, w = 3 in, h = 4 in?",84 in³ | 14 in³ | 84 in² | 42 in³,,0,
10-1,practice,no,mc,A time capsule box has a volume of 120 cm³. Its length is 10 cm and width is 4 cm. What is its height?,3 cm | 6 cm | 4 cm | 12 cm,,0,
10-1,practice,no,mc,Which unit is used for volume?,Cubic inches (in³) | Square inches (in²) | Inches (in) | Degrees (°),,0,
10-1,practice,no,paragraph,Complete the table.,,,0,
10-1,practice,no,paragraph,Sort each item.,,,0,
10-1,practice,no,paragraph,Complete the table.,,,0,
10-1,practice,no,mc,Two storage bins: Bin A is 8 × 6 × 5 inches. Bin B is 9 × 4 × 7 inches. Which holds more and by how much?,Bin B by 12 in³ | Bin A by 12 in³ | Bin B by 24 in³ | They hold the same,,0,
10-1,practice,no,short,A container is 10 × 4 × 3 inches. It is divided into two equal sections. What is the volume of each section?  Each section holds how many cubic inches?,,,0,
10-1,practice,no,paragraph,Sort each item.,,,0,
10-1,practice,no,paragraph,Find the Volume Error,,,0,
10-1,practice,no,paragraph,A box needs to hold exactly 60 cubic inches. Give three different sets of whole-number dimensions that work. Which set would make the box closest to a cube shape? Why might that matter?,,,0,
10-1,practice,no,paragraph,Complete the table.,,,0,
10-1,quiz,yes,mc,"A box is 4 units long, 3 wide, and 2 tall. What is its volume?",24 cubic units | 9 cubic units | 18 cubic units | 12 cubic units,24 cubic units,1,V = l × w × h = 4 × 3 × 2 = 24 cubic units.
10-1,quiz,yes,mc,How many unit cubes fill a box that is 5 by 2 by 3?,30 | 10 | 25 | 15,30,1,5 × 2 × 3 = 30 unit cubes.
10-1,quiz,yes,mc,A cube has edges of 4 units. What is its volume?,64 cubic units | 16 cubic units | 12 cubic units | 48 cubic units,64 cubic units,1,V = 4 × 4 × 4 = 64 cubic units.
10-1,quiz,yes,mc,A box has volume 36 cubic units. Its base is 6 by 2. What is its height?,3 units | 12 units | 6 units | 2 units,3 units,1,Base area = 12; height = 36 ÷ 12 = 3 units.
